2020 Alphabetical Vessel Statistics by County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"6,036",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,91,,,,,,,,
Levy,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"2,640",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,232,,,,,,,,
Liberty,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,507,,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,8,,,,,,,,
Madison,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,627,,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,2,,,,,,,,
Manatee,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"10,898",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,434,,,,,,,,
Marion,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"12,157",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,111,,,,,,,,
Martin,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"9,339",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,323,,,,,,,,
Monroe,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"13,198",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,"1,314",,,,,,,,
Nassau,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"3,669",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,79,,,,,,,,
Okaloosa,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"9,387",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,207,,,,,,,,
Okeechoee,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"3,487",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,84,,,,,,,,
Orange,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"17,623",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,193,,,,,,,,
Osceola,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"4,475",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,85,,,,,,,,
Palm Beach,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"17,896",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,487,,,,,,,,
Pasco,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"14,528",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,225,,,,,,,,
Pinellas,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"25,752",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,561,,,,,,,,
Polk,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"17,213",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,237,,,,,,,,
Putnam,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"4,720",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,135,,,,,,,,
Santa Rosa,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"8,338",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,129,,,,,,,,
Sarasota,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"12,811",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,196,,,,,,,,
Seminole,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"9,611",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,91,,,,,,,,
St. Johns,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"8,545",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,252,,,,,,,,
St. Lucie,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"7,711",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,296,,,,,,,,
Sumter,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"2,607",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,34,,,,,,,,
Suwannee,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"1,685",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,19,,,,,,,,
Taylor,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"2,142",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,76,,,,,,,,
Union,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,590,,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,7,,,,,,,,
Volusia,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"16,781",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,370,,,,,,,,
Wakulla,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"2,943",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,210,,,,,,,,
Walton,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"3,205",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,98,,,,,,,,
Washington,,,"Class 1 - Pleasure: 16 - 25' 11""",,,,,"1,200",,,,,"Class 1 - Commercial: 16 - 25' 11""",,,,,,11,,,,,,,,
County,,,Class 2 - Pleasure,,,,,,,Total in Class 2 - Pleasure,,,,Class 2 - Commercial,,,,,,Total in Class 2 - Commercial,,,,,,,
Alachua,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,586,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,24,,,,,,,
Baker,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,34,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,0,,,,,,,
Bay,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,007",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,126,,,,,,,
Bradford,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,33,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Brevard,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"2,526",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,134,,,,,,,
Broward,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"7,962",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,229,,,,,,,
Calhoun,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,23,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Charlotte,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"2,608",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,73,,,,,,,
Citrus,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,382,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,104,,,,,,,
Clay,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,039",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,22,,,,,,,
Collier,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"3,624",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,165,,,,,,,
Columbia,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,71,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,6,,,,,,,
Dade,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"12,125",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,464,,,,,,,
Desoto,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,83,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,11,,,,,,,
DHSMV,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,403,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,170,,,,,,,
Dixie,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,53,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,34,,,,,,,
Duval,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,748",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,61,,,,,,,
Escambia,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,315",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,64,,,,,,,
Flagler,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,409,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,5,,,,,,,
Franklin,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,163,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,53,,,,,,,
Gadsden,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,55,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Gilchrist,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,26,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,2,,,,,,,
Glades,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,46,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Gulf,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,135,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,18,,,,,,,
Hamilton,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,13,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,0,,,,,,,
Hardee,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,30,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Hendry,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,308,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,3,,,,,,,
Hernando,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,393,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,57,,,,,,,
Highlands,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,140,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,5,,,,,,,
Hills,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"3,456",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,105,,,,,,,
Holmes,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,29,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Indian River,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,845,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,61,,,,,,,
Jackson,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,80,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,2,,,,,,,
Jefferson,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,58,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,1,,,,,,,
Lafayette,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,9,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,0,,,,,,,
County,,,Class 2 - Pleasure,,,,,,,Total in Class 2 - Pleasure,,,,Class 2 - Commercial,,,,,,Total in Class 2 - Commercial,,,,,,,
Lake,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,555,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,19,,,,,,,
Lee,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"6,861",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,208,,,,,,,
Leon,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,317,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,20,,,,,,,
Levy,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,118,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,52,,,,,,,
Liberty,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,14,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,2,,,,,,,
Madison,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,20,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,0,,,,,,,
Manatee,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"2,411",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,126,,,,,,,
Marion,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,479,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,14,,,,,,,
Martin,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"2,967",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,129,,,,,,,
Monroe,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"4,998",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,745,,,,,,,
Nassau,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,303,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,35,,,,,,,
Okaloosa,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,979",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,126,,,,,,,
Okeechoee,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,157,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,16,,,,,,,
Orange,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"2,104",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,30,,,,,,,
Osceola,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,246,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,3,,,,,,,
Palm Beach,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"5,906",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,240,,,,,,,
Pasco,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,454",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,124,,,,,,,
Pinellas,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"6,853",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,261,,,,,,,
Polk,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,835,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,22,,,,,,,
Putnam,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,251,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,11,,,,,,,
Santa Rosa,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,842,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,33,,,,,,,
Sarasota,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"2,868",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,64,,,,,,,
Seminole,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,740,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,10,,,,,,,
St. Johns,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,255",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,62,,,,,,,
St. Lucie,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,438",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,88,,,,,,,
Sumter,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,90,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,4,,,,,,,
Suwannee,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,75,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,4,,,,,,,
Taylor,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,73,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,20,,,,,,,
Union,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,11,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,0,,,,,,,
Volusia,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,"1,381",,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,80,,,,,,,
Wakulla,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,206,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,34,,,,,,,
Walton,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,349,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,24,,,,,,,
Washington,,,"Class 2 - Pleasure: 26 - 39' 11""",,,,,,,33,,,,"Class 2 - Commercial: 26 - 39' 11""",,,,,,3,,,,,,,
County,,,Class 3 - Pleasure,,,,,,,Total in Class 3 - Pleasure,,,,,Class 3 - Commercial,,,,,,,Total in Class 3 - Commercial,,,,,
Alachua,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,276,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,4,,,,,
Baker,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,2,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Bay,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,169,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,92,,,,,
Bradford,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,3,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Brevard,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,399,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,26,,,,,
Broward,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,"1,663",,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,92,,,,,
Calhoun,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,2,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,1,,,,,
Charlotte,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,400,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,10,,,,,
Citrus,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,39,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,13,,,,,
Clay,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,503,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,11,,,,,
Collier,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,557,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,53,,,,,
Columbia,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,7,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Dade,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,"2,654",,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,134,,,,,
Desoto,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,10,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
DHSMV,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,147,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,8,,,,,
Dixie,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,16,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,4,,,,,
Duval,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,281,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,28,,,,,
Escambia,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,218,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,25,,,,,
Flagler,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,82,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,1,,,,,
Franklin,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,28,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,25,,,,,
Gadsden,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,3,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Gilchrist,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,2,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Glades,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,13,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Gulf,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,12,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,10,,,,,
Hamilton,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,1,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Hardee,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,2,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Hendry,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,75,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,18,,,,,
Hernando,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,30,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,13,,,,,
Highlands,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,12,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Hills,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,609,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,41,,,,,
Holmes,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,0,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Indian River,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,190,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,5,,,,,
Jackson,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,9,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Jefferson,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,5,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Lafayette,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,0,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Lake,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,56,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,2,,,,,
County,,,Class 3 - Pleasure,,,,,,,Total in Class 3 - Pleasure,,,,,Class 3 - Commercial,,,,,,,Total in Class 3 - Commercial,,,,,
Lee,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,913,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,59,,,,,
Leon,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,45,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,2,,,,,
Levy,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,20,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,4,,,,,
Liberty,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,1,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Madison,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,2,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Manatee,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,415,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,26,,,,,
Marion,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,43,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,1,,,,,
Martin,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,537,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,20,,,,,
Monroe,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,"1,242",,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,334,,,,,
Nassau,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,46,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,8,,,,,
Okaloosa,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,266,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,81,,,,,
Okeechoee,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,17,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,1,,,,,
Orange,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,188,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,3,,,,,
Osceola,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,14,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,1,,,,,
Palm Beach,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,978,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,56,,,,,
Pasco,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,132,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,43,,,,,
Pinellas,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,"1,053",,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,73,,,,,
Polk,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,144,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,8,,,,,
Putnam,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,57,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,5,,,,,
Santa Rosa,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,83,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,9,,,,,
Sarasota,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,428,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,29,,,,,
Seminole,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,139,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,12,,,,,
St. Johns,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,228,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,34,,,,,
St. Lucie,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,307,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,20,,,,,
Sumter,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,12,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Suwannee,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,6,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Taylor,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,4,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,2,,,,,
Union,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,1,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,0,,,,,
Volusia,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,255,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,12,,,,,
Wakulla,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,20,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,7,,,,,
Walton,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,70,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,7,,,,,
Washington,,,"Class 3 - Pleasure: 40 - 64' 11""",,,,,,,1,,,,,"Class 3 - Commercial: 40 - 64' 11""",,,,,,,1,,,,,
County,,Class 4 - Pleasure,,,,,,,,Total in Class 4 - Pleasure,,,,,,Class 4 - Commercial,,,,,,,Total in Class 4 - Commercial,,,,
Alachua,,"Class 4 - Pleasure: 65 - 109' 11""",,,,,,,,77,,,,,,"Class 4 - Commercial: 65 - 109' 11""",,,,,,,0,,,,
Baker,,"Class 4 - Pleasure: 65 - 109' 11""",,,,,,,,0,,,,,,"Class 4 - Commercial: 65 - 109' 11""",,,,,,,0,,,,
